Sample_ID_1	Sample_ID_2	Population_1	Population_2	Ind_1	Ind_2	CHRType	Ka	Value	Triangle
KAZ14035	KAZ14055	A	A	A_04	A_07	Autosomes	K = 4	 0.007476	Individual
KAZ14035	KAZ14055	A	A	A_04	A_07	Autosomes	K = 6	 0.007476	Individual
KAZ14032	KAZ14055	A	A	A_03	A_07	Allosome	K = 5	 0.034735	Individual
KAZ14035	KAZ14055	A	A	A_04	A_07	Autosomes	K = 5	 0.007476	Individual
KAZ14003	KAZ14055	A	A	A_02	A_07	Autosomes	K = 7	 0.006803	Individual
KAZ14003	KAZ14055	A	A	A_02	A_07	Allosome	K = 2	 0.112504	Individual
KAZ14003	KAZ14055	A	A	A_02	A_07	Autosomes	K = 2	 0.009438	Individual
KAZ14001	KAZ14055	A	A	A_01	A_07	Allosome	K = 6	 0.008771	Individual
KAZ14001	KAZ14055	A	A	A_01	A_07	Allosome	K = 2	 0.039407	Individual
KAZ14053	KAZ14055	A	A	A_05	A_07	Allosome	K = 5	 0.042907	Individual
KAZ14032	KAZ14055	A	A	A_03	A_07	Autosomes	K = 4	-0.000205	Individual
KAZ14035	KAZ14055	A	A	A_04	A_07	Autosomes	K = 2	 0.010087	Individual
KAZ14035	KAZ14055	A	A	A_04	A_07	Allosome	K = 5	 0.021796	Individual
KAZ14053	KAZ14055	A	A	A_05	A_07	Allosome	K = 4	 0.042909	Individual
KAZ14054	KAZ14055	A	A	A_06	A_07	Allosome	K = 6	 0.058981	Individual
KAZ14053	KAZ14055	A	A	A_05	A_07	Autosomes	K = 7	 0.010492	Individual
KAZ14055	KAZ14055	A	A	A_07	A_07	Autosomes	K = 2	10	Individual
KAZ14055	KAZ14055	A	A	A_07	A_07	Autosomes	K = 7	10	Individual
KAZ14054	KAZ14055	A	A	A_06	A_07	Allosome	K = 5	 0.058995	Individual
KAZ14032	KAZ14055	A	A	A_03	A_07	Allosome	K = 6	 0.034653	Individual
KAZ14054	KAZ14055	A	A	A_06	A_07	Autosomes	K = 4	 0.004800	Individual
KAZ14054	KAZ14055	A	A	A_06	A_07	Autosomes	K = 3	 0.004800	Individual
KAZ14001	KAZ14055	A	A	A_01	A_07	Autosomes	K = 4	 0.006090	Individual
KAZ14053	KAZ14055	A	A	A_05	A_07	Allosome	K = 3	 0.043043	Individual
KAZ14032	KAZ14055	A	A	A_03	A_07	Autosomes	K = 2	 0.003037	Individual
KAZ14001	KAZ14055	A	A	A_01	A_07	Allosome	K = 5	 0.008776	Individual
KAZ14003	KAZ14055	A	A	A_02	A_07	Allosome	K = 7	 0.039450	Individual
KAZ14055	KAZ14055	A	A	A_07	A_07	Allosome	K = 3	10	Individual
KAZ14054	KAZ14055	A	A	A_06	A_07	Autosomes	K = 5	 0.004800	Individual
KAZ14055	KAZ14055	A	A	A_07	A_07	Allosome	K = 2	10	Individual
KAZ14032	KAZ14055	A	A	A_03	A_07	Allosome	K = 4	 0.034742	Individual
KAZ14057	KAZ14057	A	A	A_08	A_08	Autosomes	K = 2	10	Individual
KAZ14035	KAZ14057	A	A	A_04	A_08	Allosome	K = 4	 0.116687	Individual
KAZ14032	KAZ14057	A	A	A_03	A_08	Allosome	K = 7	-0.037119	Individual
KAZ14003	KAZ14057	A	A	A_02	A_08	Allosome	K = 5	 0.060982	Individual
KAZ14032	KAZ14057	A	A	A_03	A_08	Autosomes	K = 6	 0.008244	Individual
KAZ14057	KAZ14057	A	A	A_08	A_08	Allosome	K = 3	10	Individual
KAZ14055	KAZ14057	A	A	A_07	A_08	Autosomes	K = 5	 0.009783	Individual
KAZ14003	KAZ14057	A	A	A_02	A_08	Autosomes	K = 4	 0.002442	Individual
KAZ14057	KAZ14057	A	A	A_08	A_08	Autosomes	K = 7	10	Individual
KAZ14054	KAZ14057	A	A	A_06	A_08	Allosome	K = 4	 0.098724	Individual
KAZ14032	KAZ14057	A	A	A_03	A_08	Autosomes	K = 5	 0.008244	Individual
KAZ14032	KAZ14057	A	A	A_03	A_08	Allosome	K = 2	 0.042443	Individual
KAZ14053	KAZ14057	A	A	A_05	A_08	Allosome	K = 2	 0.051056	Individual
KAZ14001	KAZ14057	A	A	A_01	A_08	Allosome	K = 3	 0.023436	Individual
KAZ14003	KAZ14057	A	A	A_02	A_08	Autosomes	K = 6	 0.002442	Individual
KAZ14032	KAZ14057	A	A	A_03	A_08	Allosome	K = 3	 0.025705	Individual
KAZ14032	KAZ14057	A	A	A_03	A_08	Autosomes	K = 7	 0.008244	Individual
KAZ14054	KAZ14057	A	A	A_06	A_08	Autosomes	K = 7	 0.003159	Individual
KAZ14057	KAZ14057	A	A	A_08	A_08	Allosome	K = 2	10	Individual
KAZ14001	KAZ14057	A	A	A_01	A_08	Autosomes	K = 7	 0.001588	Individual
KAZ14057	KAZ14057	A	A	A_08	A_08	Allosome	K = 4	10	Individual
KAZ14032	KAZ14057	A	A	A_03	A_08	Autosomes	K = 3	 0.008244	Individual
KAZ14054	KAZ14057	A	A	A_06	A_08	Autosomes	K = 6	 0.003159	Individual
KAZ14001	KAZ14057	A	A	A_01	A_08	Allosome	K = 7	-0.026822	Individual
KAZ14055	KAZ14057	A	A	A_07	A_08	Allosome	K = 6	 0.003511	Individual
KAZ14035	KAZ14057	A	A	A_04	A_08	Autosomes	K = 3	 0.008531	Individual
KAZ14057	KAZ14057	A	A	A_08	A_08	Allosome	K = 6	10	Individual
KAZ14055	KAZ14057	A	A	A_07	A_08	Autosomes	K = 4	 0.009783	Individual
KAZ14001	KAZ14057	A	A	A_01	A_08	Autosomes	K = 6	 0.001588	Individual
KAZ14003	KAZ14057	A	A	A_02	A_08	Autosomes	K = 5	 0.002442	Individual
KAZ14001	KAZ14057	A	A	A_01	A_08	Allosome	K = 4	 0.023457	Individual
KAZ14053	KAZ14057	A	A	A_05	A_08	Allosome	K = 6	 0.025878	Individual
KAZ14035	KAZ14057	A	A	A_04	A_08	Allosome	K = 2	 0.143428	Individual
KAZ14001	KAZ14057	A	A	A_01	A_08	Autosomes	K = 3	 0.001588	Individual
KAZ14053	KAZ14057	A	A	A_05	A_08	Autosomes	K = 3	 0.004212	Individual
KAZ14035	KAZ14057	A	A	A_04	A_08	Autosomes	K = 6	 0.008531	Individual
KAZ14053	KAZ14057	A	A	A_05	A_08	Autosomes	K = 2	 0.007054	Individual
KAZ14032	KAZ14057	A	A	A_03	A_08	Autosomes	K = 4	 0.008244	Individual
KAZ14054	KAZ14057	A	A	A_06	A_08	Allosome	K = 6	 0.098654	Individual
KAZ14055	KAZ14057	A	A	A_07	A_08	Allosome	K = 7	-0.034071	Individual
KAZ14055	KAZ14057	A	A	A_07	A_08	Autosomes	K = 6	 0.009783	Individual
KAZ14035	KAZ14057	A	A	A_04	A_08	Autosomes	K = 2	 0.011187	Individual
KAZ14035	KAZ14057	A	A	A_04	A_08	Allosome	K = 3	 0.116790	Individual
KAZ14055	KAZ14057	A	A	A_07	A_08	Allosome	K = 5	 0.003658	Individual
KAZ14057	KAZ14057	A	A	A_08	A_08	Autosomes	K = 5	10	Individual
KAZ14035	KAZ14057	A	A	A_04	A_08	Autosomes	K = 4	 0.008531	Individual
KAZ14035	KAZ14057	A	A	A_04	A_08	Allosome	K = 6	 0.116605	Individual
KAZ14035	KAZ14057	A	A	A_04	A_08	Autosomes	K = 5	 0.008531	Individual
KAZ14003	KAZ14057	A	A	A_02	A_08	Autosomes	K = 2	 0.005231	Individual
KAZ14053	KAZ14057	A	A	A_05	A_08	Autosomes	K = 4	 0.004212	Individual
KAZ14053	KAZ14057	A	A	A_05	A_08	Allosome	K = 7	-0.005412	Individual
KAZ14054	KAZ14057	A	A	A_06	A_08	Allosome	K = 3	 0.098813	Individual
KAZ14003	KAZ14057	A	A	A_02	A_08	Allosome	K = 6	 0.060863	Individual
KAZ14053	KAZ14057	A	A	A_05	A_08	Autosomes	K = 5	 0.004212	Individual
KAZ14035	KAZ14057	A	A	A_04	A_08	Allosome	K = 5	 0.116683	Individual
KAZ14003	KAZ14057	A	A	A_02	A_08	Autosomes	K = 3	 0.002442	Individual
KAZ14032	KAZ14057	A	A	A_03	A_08	Allosome	K = 5	 0.025724	Individual
KAZ14053	KAZ14057	A	A	A_05	A_08	Allosome	K = 5	 0.025947	Individual
KAZ14055	KAZ14057	A	A	A_07	A_08	Autosomes	K = 2	 0.012380	Individual
KAZ14054	KAZ14057	A	A	A_06	A_08	Autosomes	K = 3	 0.003159	Individual
KAZ14054	KAZ14057	A	A	A_06	A_08	Allosome	K = 2	 0.121840	Individual
KAZ14001	KAZ14057	A	A	A_01	A_08	Autosomes	K = 2	 0.004745	Individual
KAZ14001	KAZ14057	A	A	A_01	A_08	Allosome	K = 2	 0.047671	Individual
KAZ14054	KAZ14057	A	A	A_06	A_08	Autosomes	K = 2	 0.006116	Individual
KAZ14055	KAZ14057	A	A	A_07	A_08	Autosomes	K = 3	 0.009783	Individual
KAZ14003	KAZ14057	A	A	A_02	A_08	Allosome	K = 2	 0.096008	Individual
KAZ14053	KAZ14057	A	A	A_05	A_08	Allosome	K = 3	 0.026018	Individual
KAZ14054	KAZ14057	A	A	A_06	A_08	Autosomes	K = 4	 0.003159	Individual
KAZ14053	KAZ14057	A	A	A_05	A_08	Autosomes	K = 6	 0.004212	Individual
KAZ14001	KAZ14057	A	A	A_01	A_08	Allosome	K = 6	 0.023368	Individual
KAZ14003	KAZ14057	A	A	A_02	A_08	Allosome	K = 3	 0.060931	Individual
KAZ14003	KAZ14057	A	A	A_02	A_08	Allosome	K = 4	 0.060988	Individual
KAZ14032	KAZ14057	A	A	A_03	A_08	Autosomes	K = 2	 0.011467	Individual
KAZ14055	KAZ14057	A	A	A_07	A_08	Allosome	K = 4	 0.003669	Individual
KAZ14057	KAZ14057	A	A	A_08	A_08	Autosomes	K = 3	10	Individual
KAZ14057	KAZ14057	A	A	A_08	A_08	Autosomes	K = 4	10	Individual
KAZ14001	KAZ14057	A	A	A_01	A_08	Allosome	K = 5	 0.023452	Individual
KAZ14003	KAZ14057	A	A	A_02	A_08	Autosomes	K = 7	 0.002442	Individual
KAZ14053	KAZ14057	A	A	A_05	A_08	Allosome	K = 4	 0.025952	Individual
KAZ14001	KAZ14057	A	A	A_01	A_08	Autosomes	K = 5	 0.001588	Individual
KAZ14035	KAZ14057	A	A	A_04	A_08	Autosomes	K = 7	 0.008531	Individual
KAZ14003	KAZ14057	A	A	A_02	A_08	Allosome	K = 7	 0.003590	Individual
KAZ14054	KAZ14057	A	A	A_06	A_08	Allosome	K = 5	 0.098720	Individual
KAZ14057	KAZ14057	A	A	A_08	A_08	Allosome	K = 5	10	Individual
KAZ14057	KAZ14057	A	A	A_08	A_08	Autosomes	K = 6	10	Individual
KAZ14057	KAZ14057	A	A	A_08	A_08	Allosome	K = 7	10	Individual
KAZ14054	KAZ14057	A	A	A_06	A_08	Autosomes	K = 5	 0.003159	Individual
KAZ14032	KAZ14057	A	A	A_03	A_08	Allosome	K = 6	 0.025579	Individual
KAZ14035	KAZ14057	A	A	A_04	A_08	Allosome	K = 7	 0.039927	Individual
KAZ14054	KAZ14057	A	A	A_06	A_08	Allosome	K = 7	 0.058066	Individual
KAZ14055	KAZ14057	A	A	A_07	A_08	Allosome	K = 3	 0.003794	Individual
KAZ14055	KAZ14057	A	A	A_07	A_08	Autosomes	K = 7	 0.009783	Individual
KAZ14032	KAZ14057	A	A	A_03	A_08	Allosome	K = 4	 0.025733	Individual
KAZ14001	KAZ14057	A	A	A_01	A_08	Autosomes	K = 4	 0.001588	Individual
KAZ14053	KAZ14057	A	A	A_05	A_08	Autosomes	K = 7	 0.004212	Individual
KAZ14055	KAZ14057	A	A	A_07	A_08	Allosome	K = 2	 0.032003	Individual
KAZ14032	KAZ14059	A	A	A_03	A_09	Allosome	K = 7	 0.010159	Individual
KAZ14057	KAZ14059	A	A	A_08	A_09	Autosomes	K = 2	 0.009029	Individual
KAZ14032	KAZ14059	A	A	A_03	A_09	Allosome	K = 2	 0.083662	Individual
KAZ14003	KAZ14059	A	A	A_02	A_09	Allosome	K = 5	 0.067157	Individual
KAZ14003	KAZ14059	A	A	A_02	A_09	Autosomes	K = 4	 0.008462	Individual
KAZ14035	KAZ14059	A	A	A_04	A_09	Allosome	K = 4	 0.062076	Individual
KAZ14054	KAZ14059	A	A	A_06	A_09	Autosomes	K = 7	 0.004516	Individual
KAZ14057	KAZ14059	A	A	A_08	A_09	Allosome	K = 3	 0.038339	Individual
KAZ14054	KAZ14059	A	A	A_06	A_09	Allosome	K = 4	 0.011195	Individual
KAZ14053	KAZ14059	A	A	A_05	A_09	Allosome	K = 2	 0.029221	Individual
KAZ14003	KAZ14059	A	A	A_02	A_09	Autosomes	K = 5	 0.008462	Individual
KAZ14001	KAZ14059	A	A	A_01	A_09	Allosome	K = 7	 0.034595	Individual
KAZ14032	KAZ14059	A	A	A_03	A_09	Autosomes	K = 6	 0.008967	Individual
KAZ14059	KAZ14059	A	A	A_09	A_09	Allosome	K = 5	10	Individual
KAZ14001	KAZ14059	A	A	A_01	A_09	Allosome	K = 3	 0.074091	Individual
KAZ14001	KAZ14059	A	A	A_01	A_09	Autosomes	K = 7	 0.003257	Individual
KAZ14055	KAZ14059	A	A	A_07	A_09	Autosomes	K = 5	 0.001511	Individual
KAZ14054	KAZ14059	A	A	A_06	A_09	Allosome	K = 3	 0.011260	Individual
KAZ14057	KAZ14059	A	A	A_08	A_09	Autosomes	K = 7	 0.006559	Individual
KAZ14003	KAZ14059	A	A	A_02	A_09	Autosomes	K = 6	 0.008462	Individual
KAZ14001	KAZ14059	A	A	A_01	A_09	Autosomes	K = 6	 0.003257	Individual
KAZ14054	KAZ14059	A	A	A_06	A_09	Autosomes	K = 2	 0.007232	Individual
KAZ14032	KAZ14059	A	A	A_03	A_09	Autosomes	K = 5	 0.008967	Individual
KAZ14055	KAZ14059	A	A	A_07	A_09	Allosome	K = 5	 0.026235	Individual
KAZ14001	KAZ14059	A	A	A_01	A_09	Autosomes	K = 3	 0.003257	Individual
KAZ14053	KAZ14059	A	A	A_05	A_09	Allosome	K = 6	-0.004589	Individual
KAZ14054	KAZ14059	A	A	A_06	A_09	Allosome	K = 2	 0.044733	Individual
KAZ14055	KAZ14059	A	A	A_07	A_09	Autosomes	K = 4	 0.001511	Individual
KAZ14035	KAZ14059	A	A	A_04	A_09	Autosomes	K = 4	-0.000093	Individual
KAZ14055	KAZ14059	A	A	A_07	A_09	Allosome	K = 7	-0.001788	Individual
KAZ14001	KAZ14059	A	A	A_01	A_09	Autosomes	K = 2	 0.006187	Individual
KAZ14035	KAZ14059	A	A	A_04	A_09	Autosomes	K = 5	-0.000093	Individual
KAZ14032	KAZ14059	A	A	A_03	A_09	Autosomes	K = 3	 0.008967	Individual
KAZ14001	KAZ14059	A	A	A_01	A_09	Allosome	K = 2	 0.103141	Individual
KAZ14059	KAZ14059	A	A	A_09	A_09	Autosomes	K = 2	10	Individual
KAZ14035	KAZ14059	A	A	A_04	A_09	Autosomes	K = 3	-0.000093	Individual
KAZ14032	KAZ14059	A	A	A_03	A_09	Allosome	K = 5	 0.062250	Individual
KAZ14035	KAZ14059	A	A	A_04	A_09	Allosome	K = 3	 0.062166	Individual
KAZ14032	KAZ14059	A	A	A_03	A_09	Autosomes	K = 7	 0.008967	Individual
KAZ14053	KAZ14059	A	A	A_05	A_09	Autosomes	K = 5	 0.006027	Individual
KAZ14054	KAZ14059	A	A	A_06	A_09	Autosomes	K = 6	 0.004516	Individual
KAZ14053	KAZ14059	A	A	A_05	A_09	Autosomes	K = 2	 0.008603	Individual
KAZ14059	KAZ14059	A	A	A_09	A_09	Allosome	K = 6	10	Individual
KAZ14032	KAZ14059	A	A	A_03	A_09	Allosome	K = 3	 0.062183	Individual
KAZ14001	KAZ14059	A	A	A_01	A_09	Autosomes	K = 5	 0.003257	Individual
KAZ14057	KAZ14059	A	A	A_08	A_09	Allosome	K = 2	 0.062793	Individual
KAZ14059	KAZ14059	A	A	A_09	A_09	Allosome	K = 3	10	Individual
KAZ14053	KAZ14059	A	A	A_05	A_09	Allosome	K = 4	-0.004602	Individual
KAZ14053	KAZ14059	A	A	A_05	A_09	Allosome	K = 7	-0.033659	Individual
KAZ14054	KAZ14059	A	A	A_06	A_09	Allosome	K = 6	 0.011199	Individual
KAZ14003	KAZ14059	A	A	A_02	A_09	Allosome	K = 3	 0.067177	Individual
KAZ14057	KAZ14059	A	A	A_08	A_09	Allosome	K = 6	 0.038204	Individual
KAZ14054	KAZ14059	A	A	A_06	A_09	Allosome	K = 7	-0.031145	Individual
KAZ14055	KAZ14059	A	A	A_07	A_09	Autosomes	K = 6	 0.001511	Individual
KAZ14035	KAZ14059	A	A	A_04	A_09	Allosome	K = 6	 0.062058	Individual
KAZ14059	KAZ14059	A	A	A_09	A_09	Autosomes	K = 4	10	Individual
KAZ14035	KAZ14059	A	A	A_04	A_09	Allosome	K = 7	-0.009478	Individual
KAZ14003	KAZ14059	A	A	A_02	A_09	Autosomes	K = 2	 0.010987	Individual
KAZ14032	KAZ14059	A	A	A_03	A_09	Autosomes	K = 4	 0.008967	Individual
KAZ14057	KAZ14059	A	A	A_08	A_09	Autosomes	K = 5	 0.006559	Individual
KAZ14001	KAZ14059	A	A	A_01	A_09	Allosome	K = 4	 0.074120	Individual
KAZ14057	KAZ14059	A	A	A_08	A_09	Autosomes	K = 3	 0.006559	Individual
KAZ14035	KAZ14059	A	A	A_04	A_09	Allosome	K = 2	 0.100889	Individual
KAZ14053	KAZ14059	A	A	A_05	A_09	Autosomes	K = 3	 0.006027	Individual
KAZ14035	KAZ14059	A	A	A_04	A_09	Allosome	K = 5	 0.062074	Individual
KAZ14035	KAZ14059	A	A	A_04	A_09	Autosomes	K = 2	 0.002482	Individual
KAZ14035	KAZ14059	A	A	A_04	A_09	Autosomes	K = 6	-0.000093	Individual
KAZ14003	KAZ14059	A	A	A_02	A_09	Autosomes	K = 3	 0.008462	Individual
KAZ14003	KAZ14059	A	A	A_02	A_09	Allosome	K = 6	 0.067078	Individual
KAZ14059	KAZ14059	A	A	A_09	A_09	Autosomes	K = 7	10	Individual
KAZ14054	KAZ14059	A	A	A_06	A_09	Autosomes	K = 3	 0.004516	Individual
KAZ14032	KAZ14059	A	A	A_03	A_09	Allosome	K = 4	 0.062255	Individual
KAZ14059	KAZ14059	A	A	A_09	A_09	Allosome	K = 4	10	Individual
KAZ14003	KAZ14059	A	A	A_02	A_09	Allosome	K = 2	 0.108708	Individual
KAZ14059	KAZ14059	A	A	A_09	A_09	Allosome	K = 7	10	Individual
KAZ14055	KAZ14059	A	A	A_07	A_09	Autosomes	K = 7	 0.001511	Individual
KAZ14055	KAZ14059	A	A	A_07	A_09	Allosome	K = 2	 0.062149	Individual
KAZ14057	KAZ14059	A	A	A_08	A_09	Allosome	K = 4	 0.038293	Individual
KAZ14035	KAZ14059	A	A	A_04	A_09	Autosomes	K = 7	-0.000093	Individual
KAZ14001	KAZ14059	A	A	A_01	A_09	Allosome	K = 6	 0.074150	Individual
KAZ14053	KAZ14059	A	A	A_05	A_09	Autosomes	K = 7	 0.006027	Individual
KAZ14059	KAZ14059	A	A	A_09	A_09	Autosomes	K = 3	10	Individual
KAZ14057	KAZ14059	A	A	A_08	A_09	Allosome	K = 7	-0.020334	Individual
KAZ14053	KAZ14059	A	A	A_05	A_09	Autosomes	K = 4	 0.006027	Individual
KAZ14054	KAZ14059	A	A	A_06	A_09	Allosome	K = 5	 0.011194	Individual
KAZ14054	KAZ14059	A	A	A_06	A_09	Autosomes	K = 4	 0.004516	Individual
KAZ14053	KAZ14059	A	A	A_05	A_09	Allosome	K = 3	-0.004469	Individual
KAZ14055	KAZ14059	A	A	A_07	A_09	Autosomes	K = 2	 0.004015	Individual
KAZ14057	KAZ14059	A	A	A_08	A_09	Autosomes	K = 4	 0.006559	Individual
KAZ14057	KAZ14059	A	A	A_08	A_09	Autosomes	K = 6	 0.006559	Individual
KAZ14055	KAZ14059	A	A	A_07	A_09	Allosome	K = 4	 0.026239	Individual
KAZ14003	KAZ14059	A	A	A_02	A_09	Allosome	K = 7	 0.011670	Individual
KAZ14032	KAZ14059	A	A	A_03	A_09	Allosome	K = 6	 0.062175	Individual
KAZ14053	KAZ14059	A	A	A_05	A_09	Autosomes	K = 6	 0.006027	Individual
KAZ14054	KAZ14059	A	A	A_06	A_09	Autosomes	K = 5	 0.004516	Individual
KAZ14001	KAZ14059	A	A	A_01	A_09	Allosome	K = 5	 0.074120	Individual
KAZ14053	KAZ14059	A	A	A_05	A_09	Allosome	K = 5	-0.004603	Individual
KAZ14059	KAZ14059	A	A	A_09	A_09	Autosomes	K = 6	10	Individual
KAZ14057	KAZ14059	A	A	A_08	A_09	Allosome	K = 5	 0.038288	Individual
KAZ14003	KAZ14059	A	A	A_02	A_09	Autosomes	K = 7	 0.008462	Individual
KAZ14059	KAZ14059	A	A	A_09	A_09	Autosomes	K = 5	10	Individual
KAZ14055	KAZ14059	A	A	A_07	A_09	Autosomes	K = 3	 0.001511	Individual
KAZ14055	KAZ14059	A	A	A_07	A_09	Allosome	K = 3	 0.026335	Individual
KAZ14032	KAZ14059	A	A	A_03	A_09	Autosomes	K = 2	 0.011895	Individual
KAZ14003	KAZ14059	A	A	A_02	A_09	Allosome	K = 4	 0.067162	Individual
KAZ14059	KAZ14059	A	A	A_09	A_09	Allosome	K = 2	10	Individual
KAZ14055	KAZ14059	A	A	A_07	A_09	Allosome	K = 6	 0.026208	Individual
KAZ14001	KAZ14059	A	A	A_01	A_09	Autosomes	K = 4	 0.003257	Individual
KAZ14054	KAZ14061	A	A	A_06	A_10	Allosome	K = 4	 0.020546	Individual
KAZ14057	KAZ14061	A	A	A_08	A_10	Autosomes	K = 2	 0.008629	Individual
KAZ14032	KAZ14061	A	A	A_03	A_10	Allosome	K = 2	 0.093225	Individual
KAZ14001	KAZ14061	A	A	A_01	A_10	Autosomes	K = 7	 0.002465	Individual
KAZ14003	KAZ14061	A	A	A_02	A_10	Allosome	K = 5	 0.065953	Individual
KAZ14055	KAZ14061	A	A	A_07	A_10	Autosomes	K = 5	 0.004979	Individual
KAZ14061	KAZ14061	A	A	A_10	A_10	Autosomes	K = 7	10	Individual
KAZ14001	KAZ14061	A	A	A_01	A_10	Allosome	K = 3	 0.057779	Individual
KAZ14053	KAZ14061	A	A	A_05	A_10	Allosome	K = 2	 0.111932	Individual
KAZ14003	KAZ14061	A	A	A_02	A_10	Autosomes	K = 4	 0.002803	Individual
KAZ14057	KAZ14061	A	A	A_08	A_10	Allosome	K = 2	 0.052243	Individual
KAZ14055	KAZ14061	A	A	A_07	A_10	Allosome	K = 5	-0.005317	Individual
KAZ14059	KAZ14061	A	A	A_09	A_10	Allosome	K = 5	 0.071609	Individual
KAZ14032	KAZ14061	A	A	A_03	A_10	Allosome	K = 7	 0.021258	Individual
KAZ14057	KAZ14061	A	A	A_08	A_10	Allosome	K = 3	 0.027991	Individual
KAZ14001	KAZ14061	A	A	A_01	A_10	Autosomes	K = 2	 0.006262	Individual
KAZ14035	KAZ14061	A	A	A_04	A_10	Allosome	K = 4	 0.112574	Individual
KAZ14003	KAZ14061	A	A	A_02	A_10	Autosomes	K = 5	 0.002803	Individual
KAZ14061	KAZ14061	A	A	A_10	A_10	Allosome	K = 4	10	Individual
KAZ14035	KAZ14061	A	A	A_04	A_10	Allosome	K = 2	 0.146726	Individual
KAZ14057	KAZ14061	A	A	A_08	A_10	Autosomes	K = 7	 0.005304	Individual
KAZ14053	KAZ14061	A	A	A_05	A_10	Allosome	K = 6	 0.083562	Individual
KAZ14061	KAZ14061	A	A	A_10	A_10	Autosomes	K = 5	10	Individual
KAZ14001	KAZ14061	A	A	A_01	A_10	Allosome	K = 7	 0.026799	Individual
KAZ14053	KAZ14061	A	A	A_05	A_10	Autosomes	K = 6	 0.004350	Individual
KAZ14032	KAZ14061	A	A	A_03	A_10	Autosomes	K = 6	 0.002230	Individual
KAZ14059	KAZ14061	A	A	A_09	A_10	Autosomes	K = 4	 0.006739	Individual
KAZ14059	KAZ14061	A	A	A_09	A_10	Allosome	K = 3	 0.071577	Individual
KAZ14059	KAZ14061	A	A	A_09	A_10	Allosome	K = 6	 0.071559	Individual
KAZ14035	KAZ14061	A	A	A_04	A_10	Autosomes	K = 4	 0.002583	Individual
KAZ14032	KAZ14061	A	A	A_03	A_10	Autosomes	K = 5	 0.002230	Individual
KAZ14055	KAZ14061	A	A	A_07	A_10	Autosomes	K = 4	 0.004979	Individual
KAZ14054	KAZ14061	A	A	A_06	A_10	Autosomes	K = 2	 0.006983	Individual
KAZ14059	KAZ14061	A	A	A_09	A_10	Autosomes	K = 2	 0.009827	Individual
KAZ14061	KAZ14061	A	A	A_10	A_10	Autosomes	K = 6	10	Individual
KAZ14061	KAZ14061	A	A	A_10	A_10	Allosome	K = 3	10	Individual
KAZ14055	KAZ14061	A	A	A_07	A_10	Allosome	K = 7	-0.034178	Individual
KAZ14054	KAZ14061	A	A	A_06	A_10	Allosome	K = 2	 0.052705	Individual
KAZ14032	KAZ14061	A	A	A_03	A_10	Autosomes	K = 7	 0.002230	Individual
KAZ14035	KAZ14061	A	A	A_04	A_10	Autosomes	K = 3	 0.002583	Individual
KAZ14001	KAZ14061	A	A	A_01	A_10	Allosome	K = 2	 0.085052	Individual
KAZ14057	KAZ14061	A	A	A_08	A_10	Allosome	K = 6	 0.027859	Individual
KAZ14035	KAZ14061	A	A	A_04	A_10	Allosome	K = 7	 0.043003	Individual
KAZ14001	KAZ14061	A	A	A_01	A_10	Autosomes	K = 6	 0.002465	Individual
KAZ14001	KAZ14061	A	A	A_01	A_10	Autosomes	K = 3	 0.002465	Individual
KAZ14053	KAZ14061	A	A	A_05	A_10	Autosomes	K = 4	 0.004350	Individual
KAZ14061	KAZ14061	A	A	A_10	A_10	Allosome	K = 6	10	Individual
KAZ14032	KAZ14061	A	A	A_03	A_10	Allosome	K = 3	 0.072624	Individual
KAZ14032	KAZ14061	A	A	A_03	A_10	Autosomes	K = 3	 0.002230	Individual
KAZ14057	KAZ14061	A	A	A_08	A_10	Allosome	K = 4	 0.027959	Individual
KAZ14055	KAZ14061	A	A	A_07	A_10	Autosomes	K = 7	 0.004979	Individual
KAZ14032	KAZ14061	A	A	A_03	A_10	Allosome	K = 4	 0.072683	Individual
KAZ14001	KAZ14061	A	A	A_01	A_10	Allosome	K = 4	 0.057836	Individual
KAZ14003	KAZ14061	A	A	A_02	A_10	Allosome	K = 3	 0.065902	Individual
KAZ14055	KAZ14061	A	A	A_07	A_10	Autosomes	K = 3	 0.004979	Individual
KAZ14053	KAZ14061	A	A	A_05	A_10	Allosome	K = 4	 0.083524	Individual
KAZ14055	KAZ14061	A	A	A_07	A_10	Autosomes	K = 6	 0.004979	Individual
KAZ14053	KAZ14061	A	A	A_05	A_10	Autosomes	K = 2	 0.007763	Individual
KAZ14053	KAZ14061	A	A	A_05	A_10	Autosomes	K = 3	 0.004350	Individual
KAZ14035	KAZ14061	A	A	A_04	A_10	Allosome	K = 5	 0.112572	Individual
KAZ14035	KAZ14061	A	A	A_04	A_10	Autosomes	K = 6	 0.002583	Individual
KAZ14054	KAZ14061	A	A	A_06	A_10	Allosome	K = 3	 0.020579	Individual
KAZ14059	KAZ14061	A	A	A_09	A_10	Allosome	K = 4	 0.071613	Individual
KAZ14057	KAZ14061	A	A	A_08	A_10	Allosome	K = 7	-0.032885	Individual
KAZ14054	KAZ14061	A	A	A_06	A_10	Autosomes	K = 6	 0.003434	Individual
KAZ14055	KAZ14061	A	A	A_07	A_10	Allosome	K = 3	-0.005232	Individual
KAZ14035	KAZ14061	A	A	A_04	A_10	Autosomes	K = 5	 0.002583	Individual
